,Кол-во генов в кластере,Z_max,Z_mean,Кол-во родов в кластере,Имя гена в кластере,Кол-во участков с Z-DNA в промоутере
936,28,8485.756,2222.31846,29,MULTISPECIES: fumarylacetoacetate hydrolase family protein [Vibrio],10
937,28,8922.646,6740.412666666667,29,MULTISPECIES: TerC family protein [Acinetobacter],9
938,28,7973.084,2881.6390799999995,26,MULTISPECIES: NADH-quinone oxidoreductase subunit NuoE [Serratia],15
939,28,28780.5,14779.55975,20,MULTISPECIES: cytochrome bd-I oxidase subunit CydX [Serratia],2
940,28,752.603,752.603,29,DNA internalization-related competence protein ComEC/Rec2 [Vibrio cholerae],1
941,28,8636.407,4761.973666666666,29,MULTISPECIES: peptidylprolyl isomerase [Vibrio],3
942,28,8922.646,4534.709820000001,29,3-phenylpropionate MFS transporter [Vibrio cholerae],5
943,28,8485.756,3231.50785,28,NADH-quinone oxidoreductase subunit L [Acinetobacter bouvetii],4
944,28,13713.99,3767.711085714286,28,zinc ABC transporter substrate-binding protein ZnuA [Vibrio cholerae],7
945,28,9492.083,3274.949506666667,29,thiamine phosphate synthase [Vibrio furnissii],15
946,28,,,26,MULTISPECIES: molecular chaperone Skp [Serratia],0
947,28,883.5764,868.5825571428571,28,MULTISPECIES: 23S rRNA (guanine(1835)-N(2))-methyltransferase RlmG [Kosakonia],7
963,27,3993.322,2060.2595666666666,28,MULTISPECIES: 30S ribosomal protein S12 methylthiotransferase RimO [Vibrio],3
964,27,17718.99,3828.860925,27,aminomethyl-transferring glycine dehydrogenase [Vibrio furnissii],8
965,27,50885.97,9768.056,24,"MULTISPECIES: 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase [Serratia]",7
966,27,211093.9,46939.7586,27,MULTISPECIES: EamA family transporter RarD [Vibrio],5
967,27,883.5764,833.6997,28,MULTISPECIES: cysteine synthase CysM [Serratia],2
968,27,883.5764,883.5764,28,MULTISPECIES: YeeE/YedE family protein [Vibrio],2
969,27,198956.2,42548.584433333344,26,MULTISPECIES: lipid asymmetry maintenance ABC transporter permease subunit MlaE [Serratia],15
970,27,1800.518,1091.97044,24,MULTISPECIES: pyrimidine/purine nucleoside phosphorylase [Serratia],5
971,27,3428.529,1855.1722000000002,28,23S rRNA (adenine(1618)-N(6))-methyltransferase RlmF [Vibrio furnissii],8
972,27,8485.756,2164.635133333333,24,MULTISPECIES: nucleoside diphosphate kinase regulator [Serratia],6
973,27,1323.054,1017.7546,24,MULTISPECIES: NADH-quinone oxidoreductase subunit NuoH [Serratia],4
974,27,2492.419,1375.8262666666667,27,MULTISPECIES: TSUP family transporter [Vibrio],3
975,27,65884.11,33233.76925,28,polysaccharide biosynthesis tyrosine autokinase [Vibrio furnissii],2
976,27,12723.6,1669.0027764705883,27,ferredoxin--NADP reductase [Vibrio furnissii],17
977,27,13713.99,3238.4348,28,YeeE/YedE family protein [Vibrio cholerae],7
978,27,,,27,MATE family efflux transporter DinF [Vibrio cholerae],0
979,27,3428.529,1091.9611818181818,27,MULTISPECIES: LysE/ArgO family amino acid transporter [Vibrio],11
980,27,803.2278,803.2278,27,MULTISPECIES: NADH-quinone oxidoreductase subunit M [Proteobacteria],1
981,27,1677.063,1230.443,25,MULTISPECIES: NADH-quinone oxidoreductase subunit NuoN [Enterobacteriaceae],2
982,27,65884.11,13151.749766666668,20,MULTISPECIES: NADH-quinone oxidoreductase subunit NuoK [Enterobacteriaceae],6
983,27,27872.66,3958.42074,28,phospholipid ABC transporter ATP-binding protein MlaF [Vibrio cholerae],10
984,27,783.823,738.112925,26,MULTISPECIES: heavy metal-binding domain-containing protein [Serratia],4
985,27,28780.5,3300.732573333333,28,glutathione-disulfide reductase [Vibrio cholerae],15
986,27,1201.671,932.5640714285715,22,MULTISPECIES: NADH-quinone oxidoreductase subunit B [Serratia],7
987,27,,,23,MULTISPECIES: NADH-quinone oxidoreductase subunit NuoA [Serratia],0
988,27,2752.447,1135.546888888889,25,MULTISPECIES: tryptophan--tRNA ligase [Serratia],9
989,27,28780.5,3388.8398333333334,28,DUF2058 domain-containing protein [Acinetobacter bouvetii],12
990,27,16770.32,5761.52815,26,MULTISPECIES: NADH-quinone oxidoreductase subunit C/D [Serratia],8
991,27,908.3955,883.3441750000001,28,MULTISPECIES: outer membrane lipid asymmetry maintenance protein MlaD [Vibrio],4
992,27,2761.45,1137.3737700000001,25,MULTISPECIES: NADH-quinone oxidoreductase subunit J [Kosakonia],20
993,27,3428.529,1398.222025,27,MULTISPECIES: trimeric intracellular cation channel family protein [Vibrio],12
994,27,13713.99,4563.58335,27,MULTISPECIES: acetylornithine deacetylase [Vibrio],4
995,27,1430.8,921.6843428571428,27,NADH-quinone oxidoreductase subunit NuoG [Acinetobacter bouvetii],7
996,27,13713.99,2430.2293250000002,28,MULTISPECIES: ParB/RepB/Spo0J family partition protein [Vibrio],8
1015,26,37878.25,10680.261925,25,MULTISPECIES: hemolysin family protein [Kosakonia],4
1016,26,198956.2,27217.373975000002,24,MULTISPECIES: M48 family metallopeptidase [Serratia],8
1017,26,13713.99,6711.088977777777,26,MULTISPECIES: glutathione peroxidase [Acinetobacter],9
1018,26,16770.32,5008.196,26,MULTISPECIES: acylphosphatase [Kosakonia],4
1019,26,28780.5,10068.0797,26,MULTISPECIES: 23S rRNA pseudouridine(2604) synthase RluF [Vibrio],3
1020,26,29467.88,9278.74948,26,tRNA pseudouridine(65) synthase TruC [Vibrio cholerae],5
1021,26,4576.539,1839.8540857142855,27,YccS family putative transporter [Vibrio furnissii],7
1022,26,3804.257,1404.08944,25,"MULTISPECIES: 2,5-didehydrogluconate reductase DkgB [Kosakonia]",5
1023,26,1430.8,1116.8166444444444,26,MULTISPECIES: threonine synthase [Vibrio],9
1024,26,980.8116,811.0605666666667,27,MULTISPECIES: lipoprotein-releasing ABC transporter permease subunit LolE [Vibrio],6
1025,26,2752.447,1255.5279090909091,26,histidine ammonia-lyase [Vibrio furnissii],11
1026,26,13713.99,6974.473999999999,24,MULTISPECIES: purine nucleoside phosphoramidase [Serratia],3
1027,26,2752.447,1426.7046666666668,25,MULTISPECIES: TRIC cation channel family protein [Serratia],3
1028,26,4545.701,2180.348066666667,25,MULTISPECIES: DNA starvation/stationary phase protection protein [Serratia],3
1029,26,3428.529,1978.0086923076924,27,MULTISPECIES: phospholipase A [Acinetobacter],13
1030,26,2752.447,1799.278125,27,MULTISPECIES: ParA family protein [Vibrio],4
1031,26,13713.99,4110.9076,27,MULTISPECIES: rhodanese-related sulfurtransferase [Acinetobacter],15
1032,26,8323.257,2401.62004,27,NADP(H)-dependent aldo-keto reductase [Vibrio cholerae],5
1033,26,783.823,715.9059666666667,26,MULTISPECIES: AI-2E family transporter YdiK [Serratia],3
1034,26,766.6232,766.6232,27,DegT/DnrJ/EryC1/StrS aminotransferase family protein [Acinetobacter bouvetii],1
1035,26,3428.529,2363.1238333333336,26,MULTISPECIES: O-succinylhomoserine (thiol)-lyase [Vibrio],3
1036,26,1726.678,962.85944,27,Fe(3+) ABC transporter substrate-binding protein [Vibrio cholerae],5
1037,26,2555.896,1997.8281571428572,27,M48 family metallopeptidase [Vibrio cholerae],7
1038,26,28780.5,6184.9465578947365,27,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB [Vibrio cholerae],19
1039,26,1323.054,925.175075,26,MULTISPECIES: L-threonine 3-dehydrogenase [Kosakonia],8
1040,26,2183.574,942.5160999999999,26,cardiolipin synthase [Vibrio cholerae],7
1041,26,2943.461,1338.3663999999999,24,MULTISPECIES: class I ribonucleotide reductase maintenance protein YfaE [Kosakonia],9
1042,26,1323.054,1285.8855,26,homoserine/homoserine lactone efflux protein [Vibrio cholerae],2
1043,26,3428.529,2222.92228,26,histidine utilization repressor [Vibrio furnissii],5
1044,26,2752.447,1124.4228200000002,27,vitamin B12 ABC transporter substrate-binding protein BtuF [Vibrio furnissii],10
1045,26,8922.646,4218.687762500001,26,MULTISPECIES: biotin/lipoyl-binding protein [Vibrio],8
1046,26,38833.58,5886.752664285715,28,MULTISPECIES: LysR family transcriptional regulator [Acinetobacter],14
1047,26,10894.72,2633.5142875,23,MULTISPECIES: 6-carboxytetrahydropterin synthase QueD [Serratia],8
1064,25,1390.269,1113.2947,26,"MULTISPECIES: bifunctional 3,4-dihydroxy-2-butanone-4-phosphate synthase/GTP cyclohydrolase II [Vibrio]",4
1065,25,28780.5,5637.775283333333,26,MULTISPECIES: DNA helicase II [Vibrio],6
1066,25,2752.447,1506.5332666666666,25,MULTISPECIES: valine--pyruvate transaminase [Serratia],3
1067,25,2752.447,1069.9046125,26,MULTISPECIES: D-alanine--D-alanine ligase [Acinetobacter],8
1068,25,3428.529,1526.019325,21,MULTISPECIES: RNA polymerase sigma factor RpoE [Yersiniaceae],4
1069,25,2943.461,1292.3740818181818,26,MULTISPECIES: HslU--HslV peptidase ATPase subunit [Vibrio],11
1070,25,2659.79,1173.8388499999999,25,MULTISPECIES: neutral zinc metallopeptidase [Acinetobacter],6
1071,25,8697.46,2334.8112875,26,MULTISPECIES: riboflavin synthase [Vibrio],8
1072,25,3104.952,1469.6759416666666,24,MULTISPECIES: ADP compounds hydrolase NudE [Kosakonia],12
1073,25,38833.58,8314.277116666668,19,MULTISPECIES: Fe-S cluster assembly protein IscX [Serratia],12
1074,25,1030.205,1030.205,22,MULTISPECIES: NADH-quinone oxidoreductase subunit NuoI [Enterobacteriaceae],1
1075,25,13072.54,3823.166511111111,25,MULTISPECIES: YicC family protein [Serratia],9
1076,25,3428.529,2689.99452,23,MULTISPECIES: NADP-dependent isocitrate dehydrogenase [Serratia],5
1077,25,13713.99,3723.934163636364,26,metalloprotease PmbA [Vibrio furnissii],11
1078,25,13713.99,4019.3666000000003,26,tRNA (uridine(54)-C5)-methyltransferase TrmA [Acinetobacter bouvetii],4
1079,25,13713.99,6386.387333333333,22,MULTISPECIES: glutaredoxin 3 [Kosakonia],6
1080,25,1090.564,946.4744666666667,24,MULTISPECIES: carbonate dehydratase [Aeromonas],3
1081,25,,,25,MULTISPECIES: Na+/H+ antiporter NhaA [Vibrio],0
1082,25,8697.46,1307.5869153846154,23,MULTISPECIES: ATP-dependent protease subunit HslV [Serratia],13
1083,25,94590.41,19723.769420000004,26,alpha/beta fold hydrolase [Vibrio furnissii],10
1084,25,883.5764,860.18576,25,MULTISPECIES: CysB family HTH-type transcriptional regulator [Acinetobacter],5
1085,25,2752.447,1295.1302375,26,ATP-dependent helicase HrpB [Vibrio furnissii],8
1086,25,37878.25,4552.653672727272,26,nicotinamide-nucleotide amidase [Vibrio furnissii],11
1087,25,4615.4,2720.224333333333,26,glutathione S-transferase family protein [Vibrio furnissii],3
1088,25,3512.018,1162.371133333333,26,MULTISPECIES: GatB/YqeY domain-containing protein [Vibrio],9
1089,25,3993.322,1668.95318,21,MULTISPECIES: aspartate 1-decarboxylase [Serratia],5
1090,25,2943.461,1636.17517,25,tRNA uridine 5-oxyacetic acid(34) methyltransferase CmoM [Vibrio cholerae],10
1091,25,21732.38,4624.656833333334,25,MULTISPECIES: DgsA anti-repressor MtfA [Serratia],6
1092,25,8485.756,1795.1721818181818,22,MULTISPECIES: zinc ribbon domain-containing protein YjdM [Serratia],11
1093,25,3403.051,1828.6004666666668,25,MULTISPECIES: 50S ribosomal protein L25 [Serratia],9
1094,25,2752.447,1788.7734,25,MULTISPECIES: NADP-specific glutamate dehydrogenase [Vibrio],4
1095,25,3428.529,1413.5113583333332,25,imidazolonepropionase [Vibrio furnissii],12
1096,25,3428.529,2610.06426,21,MULTISPECIES: PTS IIA-like nitrogen regulatory protein PtsN [Serratia],5
1097,25,3428.529,2006.5572818181818,25,MULTISPECIES: Co2+/Mg2+ efflux protein ApaG [Serratia],11
1098,25,13713.99,2614.2869750000004,25,DEAD/DEAH box helicase [Vibrio cholerae],12
1099,25,4270.735,1284.2928555555554,25,MULTISPECIES: ABC transporter permease [Vibrio],9
1100,25,49376.54,8586.803971428571,26,MULTISPECIES: aspartate-semialdehyde dehydrogenase [Vibrio],7
1101,25,3993.322,2075.851727272727,26,MULTISPECIES: permease-like cell division protein FtsX [Vibrio],11
1102,25,13713.99,6294.2008000000005,25,MULTISPECIES: lipopolysaccharide assembly protein LapB [Serratia],8
1103,25,29467.88,6745.32008,26,class I SAM-dependent methyltransferase [Vibrio cholerae],5
1104,25,980.8116,825.8869333333333,26,MULTISPECIES: Bcr/CflA family multidrug efflux MFS transporter [Vibrio],3
1105,25,13713.99,5160.380933333333,26,MULTISPECIES: HIT family protein [Proteobacteria],3
1106,25,2752.447,1290.0333,23,MULTISPECIES: exodeoxyribonuclease VII small subunit [Serratia],6
1107,25,505.8732,505.8732,23,MULTISPECIES: protease modulator HflC [Serratia],2
1108,25,9300.843,1948.46009,26,MULTISPECIES: co-chaperone YbbN [Vibrio],10
1109,25,13713.99,2986.2818636363636,26,Fe(2+) transporter permease subunit FeoB [Vibrio furnissii],11
1110,25,883.5764,831.4116333333333,23,MULTISPECIES: FNR family transcription factor [Serratia],3
1111,25,13713.99,3742.4786999999997,24,MULTISPECIES: Zn(2+)-responsive transcriptional regulator [Aeromonas],5
1112,25,883.5764,844.592,25,MULTISPECIES: AEC family transporter [Vibrio],3
1113,25,46858.52,9271.0702,24,MULTISPECIES: cell division protein ZapA [Serratia],7
1114,25,2943.461,1813.223475,27,sulfurtransferase [Vibrio furnissii],8
1115,25,1202.592,900.59824,26,MULTISPECIES: oxidative stress defense protein [Vibrio],5
1116,25,13713.99,3112.027442857143,26,PepSY domain-containing protein [Alcanivorax pacificus],14
1117,25,1264.189,932.90235,26,iron ABC transporter permease [Vibrio cholerae],8
1118,25,9300.843,2900.6775,23,MULTISPECIES: 6-phosphofructokinase [Serratia],9
1119,25,3428.529,3007.8275,26,MULTISPECIES: DUF484 family protein [Vibrio],6
1120,25,4545.701,2470.0732333333335,24,MULTISPECIES: nicotinate-nucleotide adenylyltransferase [Serratia],12
1121,25,6565.992,2234.69545,26,penicillin-binding protein activator [Vibrio furnissii],4
1122,25,1323.054,1037.8285,26,MULTISPECIES: putative pyridoxal-dependent aspartate 1-decarboxylase [Vibrio],2
1123,25,883.5764,883.5764,25,MULTISPECIES: NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Vibrio],3
1124,25,1033.331,701.6447666666668,24,MULTISPECIES: nucleoid occlusion factor SlmA [Serratia],6
1125,25,3428.529,3428.529,26,type IV pilus assembly protein PilM [Vibrio cholerae],1
1126,25,833.0093,720.7075,23,MULTISPECIES: hypothetical protein [Serratia],2
1127,25,28780.5,3955.344118181818,22,MULTISPECIES: DUF1249 family protein [Serratia],11
1128,25,94590.41,13478.228025000002,25,ABC transporter permease [Vibrio furnissii],8
1129,25,3993.322,1880.6384666666665,22,MULTISPECIES: YhgN family NAAT transporter [Serratia],3
1130,25,138924.1,19608.022133333336,25,DUF72 domain-containing protein [Vibrio cholerae],9
1131,25,68804.91,7809.32296,26,MULTISPECIES: DNA recombination protein RmuC [Vibrio],10
1132,25,13713.99,3897.6004999999996,26,TIGR02099 family protein [Vibrio furnissii],5
1133,25,941334.2,203374.09244999997,25,MULTISPECIES: MFS transporter [Serratia],8
1161,24,10616.46,2511.759888888889,25,MULTISPECIES: arginine decarboxylase [Vibrio],9
1162,24,505.8732,505.8732,24,MULTISPECIES: tyrosine--tRNA ligase [Aeromonas],5
1163,24,1202.592,930.3813,24,MULTISPECIES: nucleotide 5'-monophosphate nucleosidase PpnN [Serratia],6
1164,24,46858.52,5749.497719999999,25,MULTISPECIES: metalloprotease TldD [Vibrio],10
1165,24,3428.529,1619.8301333333332,23,MULTISPECIES: cell division ATP-binding protein FtsE [Bacteria],3
1166,24,38833.58,5893.321599999999,24,MULTISPECIES: ATP-dependent DNA helicase [Serratia],11
1167,24,1515.735,1217.6168333333333,24,MULTISPECIES: ribonuclease HI [Kosakonia],3
1168,24,3661.11,1752.74325,24,MULTISPECIES: tRNA 5-hydroxyuridine modification protein YegQ [Kosakonia],4
1169,24,883.5764,883.5764,24,MULTISPECIES: histidine ABC transporter ATP-binding protein HisP [Serratia],1
1170,24,4615.4,2440.779991666667,25,ATP-dependent RNA helicase DbpA [Vibrio furnissii],12
1171,24,980.8116,796.5982,23,MULTISPECIES: DUF1289 domain-containing protein [Serratia],2
1172,24,13713.99,2660.8160999999996,24,MULTISPECIES: GspF family T2SS innner membrane protein variant ExeF [Aeromonas],13
1173,24,302785.5,22044.45693333333,24,MULTISPECIES: bifunctional 3-hydroxydecanoyl-ACP dehydratase/trans-2-decenoyl-ACP isomerase [Serratia],15
1174,24,2264.006,1157.8683428571428,25,arsenate reductase (glutaredoxin) [Vibrio furnissii],7
1175,24,38833.58,11473.836200000002,25,4-hydroxy-3-polyprenylbenzoate decarboxylase [Vibrio furnissii],5
1176,24,1886.732,1345.3329272727271,23,MULTISPECIES: cytochrome c maturation protein CcmE [Serratia],11
1177,24,3403.051,1471.6860142857145,25,MULTISPECIES: PilT/PilU family type 4a pilus ATPase [Acinetobacter],7
1178,24,883.5764,800.4739,24,MULTISPECIES: DoxX family protein [Enterobacteriaceae],4
1179,24,8485.756,4733.283799999999,20,MULTISPECIES: RNA polymerase sigma factor FliA [Serratia],2
1180,24,8323.257,3700.1808692307686,24,MULTISPECIES: cytochrome c biogenesis heme-transporting ATPase CcmA [Vibrio],13
1181,24,13713.99,2110.663988888889,24,MULTISPECIES: DEAD/DEAH family ATP-dependent RNA helicase [Serratia],9
1182,24,980.8116,980.8116,24,catalase/peroxidase HPI [Vibrio cholerae],1
1183,24,974.177,772.7688499999999,25,MULTISPECIES: arsenate reductase (glutaredoxin) [Acinetobacter],2
1184,24,38833.58,3694.732557142857,24,MULTISPECIES: NUDIX hydrolase [Serratia],14
1185,24,8922.646,2926.247425,25,23S rRNA (cytidine(2498)-2'-O)-methyltransferase RlmM [Vibrio furnissii],8
1186,24,1202.592,854.8486222222223,25,type II secretion system secretin GspD [Vibrio cholerae],9
1187,24,883.5764,883.5764,24,MULTISPECIES: ABC transporter permease [Vibrio],2
1188,24,8922.646,4903.1112,23,MULTISPECIES: phosphoenolpyruvate-protein phosphotransferase PtsI [Serratia],2
1189,24,4615.4,1413.4175727272727,24,MULTISPECIES: heme exporter protein CcmB [Vibrio],11
1190,24,29467.88,5169.468578571429,25,GIY-YIG nuclease family protein [Vibrio cholerae],14
1191,24,8485.756,1407.7368749999998,24,MULTISPECIES: flagellar type III secretion system protein FliR [Kosakonia],12
1192,24,1323.054,934.3109999999999,24,nitrate reductase [Vibrio furnissii],7
1193,24,3428.529,3428.529,25,pilus assembly protein PilP [Vibrio cholerae],1
1194,24,2943.461,1255.9202714285714,25,LysM peptidoglycan-binding domain-containing protein [Vibrio furnissii],7
1195,24,883.5764,763.2138166666667,25,MULTISPECIES: flagellar hook assembly protein FlgD [Vibrio],6
1196,24,8156.898,2451.817222222222,25,NADP-dependent oxidoreductase [Vibrio furnissii],9
1197,24,904.32,808.6304625,25,MULTISPECIES: murein transglycosylase D [Serratia],8
1198,24,4545.701,2077.948,21,MULTISPECIES: thioesterase family protein [Kosakonia],3
1199,24,13713.99,2824.1114999999995,25,"MULTISPECIES: 1,4-dihydroxy-2-naphthoyl-CoA synthase [Vibrio]",8
1200,24,,,24,MULTISPECIES: cyd operon protein YbgE [Serratia],0
1201,24,10616.46,3654.24585,24,MULTISPECIES: glycine cleavage system transcriptional repressor [Serratia],4
1202,24,6565.992,2785.987966666667,25,MULTISPECIES: type II secretion system minor pseudopilin GspJ [Vibrio],3
1203,24,980.8116,872.3303333333333,25,GNAT family N-acetyltransferase [Vibrio cholerae],3
1204,24,38833.58,8551.66788,25,MULTISPECIES: type II secretion system minor pseudopilin GspK [Vibrio],5
1205,24,980.8116,848.7851200000001,24,MULTISPECIES: two-component system response regulator NarL [Enterobacteriaceae],5
1206,24,10894.72,4403.032133333333,25,MULTISPECIES: glutathione S-transferase [Vibrio],3
1207,24,49376.54,26981.299049999998,24,ABC transporter permease [Vibrio furnissii],8
1208,24,138924.1,16509.37079,24,MULTISPECIES: penicillin-binding protein activator LpoB [Aeromonas],10
1209,24,3428.529,2315.8664000000003,25,MULTISPECIES: YgiW/YdeI family stress tolerance OB fold protein [Vibrio],3
1210,24,10272.33,2664.3819111111106,23,MULTISPECIES: envelope stress sensor histidine kinase CpxA [Kosakonia],9
1211,24,2752.447,1443.9811599999998,24,MULTISPECIES: murein hydrolase activator EnvC [Serratia],10
1212,24,21732.38,4189.71564,24,MULTISPECIES: protoheme IX biogenesis protein HemY [Kosakonia],10
1213,24,3428.529,2572.759666666667,25,MULTISPECIES: type II secretion system minor pseudopilin GspI [Vibrio],6
1214,24,1493.421,1135.7921666666666,24,MULTISPECIES: ATP-binding protein [Vibrio],3
1215,24,12351.13,4964.13225,24,MULTISPECIES: YcfL family protein [Aeromonas],8
1216,24,13713.99,3865.6021111111113,24,MotA/TolQ/ExbB proton channel family protein [Vibrio cholerae],9
1217,24,3039.246,1386.5872,25,DMT family transporter [Vibrio furnissii],4
1218,24,6420.008,3166.3616529411765,21,MULTISPECIES: murein tripeptide/oligopeptide ABC transporter ATP-binding protein OppF [Kosakonia],17
1219,24,9300.843,2960.0353571428573,23,MULTISPECIES: DUF2065 domain-containing protein [Serratia],7
1220,24,8323.257,2610.4198,25,uroporphyrinogen-III C-methyltransferase [Vibrio furnissii],9
1221,24,1232.502,964.8510666666667,25,class I SAM-dependent methyltransferase [Vibrio cholerae],6
1222,24,783.823,686.163,24,MULTISPECIES: flagellar assembly protein FliH [Kosakonia],2
1223,24,2752.447,1741.8656500000002,24,MULTISPECIES: hemin uptake protein HemP [Psychrobacter],2
1250,23,38833.58,6176.2298909090905,24,MULTISPECIES: electron transport complex subunit RsxD [Vibrio],11
1251,23,1493.421,1188.4987,24,HlyC/CorC family transporter [Vibrio cholerae],2
1252,23,4576.539,1904.23475,22,MULTISPECIES: Trk system potassium transporter TrkH [Serratia],4
1253,23,783.823,783.823,23,MULTISPECIES: NADH:ubiquinone reductase (Na(+)-transporting) subunit B [Vibrio],4
1254,23,66470.78,15116.490233333332,20,MULTISPECIES: Trk system potassium transporter TrkA [Bacteria],6
1255,23,2761.45,1525.8125777777777,24,MULTISPECIES: threonine/serine exporter ThrE family protein [Vibrio],9
1256,23,12351.13,7889.8295,21,MULTISPECIES: pyruvate kinase [Kosakonia],2
1257,23,3428.529,2787.8637555555556,24,MULTISPECIES: bifunctional D-glycero-beta-D-manno-heptose-7-phosphate kinase/D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase HldE [Vibrio],9
1258,23,16271.57,3976.06658,23,MULTISPECIES: Na(+)-translocating NADH-quinone reductase subunit A [Aeromonas],5
1259,23,739.95,739.95,17,MULTISPECIES: ribosome modulation factor [Aeromonas],1
1260,23,3428.529,1562.55224,22,"MULTISPECIES: 3,4-dihydroxy-2-butanone-4-phosphate synthase [Serratia]",5
1261,23,712.187,712.187,20,MULTISPECIES: NADH:ubiquinone reductase (Na(+)-transporting) subunit D [Serratia],1
1262,23,29467.88,6947.054373333334,24,MULTISPECIES: electron transport complex subunit RsxG [Vibrio],15
1263,23,1028.645,1028.645,24,MULTISPECIES: phosphate acyltransferase PlsX [Serratia],5
1264,23,980.8116,929.8172000000001,24,CDF family cation-efflux transporter FieF [Vibrio cholerae],3
1265,23,8922.646,5865.1478777777775,21,MULTISPECIES: NADH:ubiquinone reductase (Na(+)-transporting) subunit E [Psychrobacter],9
1266,23,3428.529,1174.60715,23,Na(+)-translocating NADH-quinone reductase subunit C [Vibrio cholerae],8
1267,23,980.8116,980.8116,20,MULTISPECIES: DnaA initiator-associating protein DiaA [Serratia],1
1268,23,17718.99,9301.283200000002,23,MULTISPECIES: ammonium transporter AmtB [Kosakonia],2
1269,23,13713.99,6600.158939999999,24,MULTISPECIES: electron transport complex subunit E [Vibrio],10
1270,23,8922.646,2689.9501,23,MULTISPECIES: YheU family protein [Enterobacteriaceae],4
1271,23,,,20,MULTISPECIES: electron transport complex subunit RsxA [Serratia],0
1272,23,907.7149,888.4041,23,MULTISPECIES: heme ABC transporter permease [Vibrio],5
1273,23,28780.5,7280.49884,23,MULTISPECIES: glycine C-acetyltransferase [Serratia],10
1274,23,302785.5,65851.50757142858,24,serine/threonine protein kinase [Vibrio cholerae],7
1275,23,883.5764,883.5764,23,MULTISPECIES: glycerol-3-phosphate 1-O-acyltransferase PlsY [Aeromonas],4
1276,23,2752.447,2752.447,24,DNA/RNA nuclease SfsA [Vibrio cholerae],2
1277,23,1057.108,895.975175,24,MULTISPECIES: ABC-F family ATPase [Vibrio],12
1278,23,138924.1,115917.34606666667,21,MULTISPECIES: HTH-type transcriptional activator IlvY [Serratia],6
1279,23,3661.11,2272.3432000000003,23,MULTISPECIES: FtsH protease activity modulator HflK [Aeromonas],2
1280,23,28780.5,28780.5,23,MULTISPECIES: 2-isopropylmalate synthase [Serratia],1
1281,23,,,23,zinc/cadmium/mercury/lead-transporting ATPase [Vibrio furnissii],0
1282,23,38833.58,4770.543771428572,24,MULTISPECIES: threonine/serine exporter family protein [Vibrio],14
1283,23,883.5764,883.5764,19,MULTISPECIES: DUF3820 family protein [Serratia],2
1284,23,3713.33,1682.2321571428572,23,MULTISPECIES: uracil-xanthine permease family protein [Acinetobacter],7
1285,23,13713.99,4127.922646153846,23,MULTISPECIES: FtsH protease modulator YccA [Serratia],13
1286,23,1994.814,959.1117181818182,24,MULTISPECIES: YqcC family protein [Vibrio],11
1287,23,13713.99,5162.556166666666,21,MULTISPECIES: HTH-type transcriptional regulator CysB [Serratia],3
1288,23,2057.902,1248.064314285714,24,zinc-binding alcohol dehydrogenase family protein [Alcanivorax pacificus],7
1289,23,2183.574,1198.8266333333333,23,formate dehydrogenase accessory sulfurtransferase FdhD [Vibrio furnissii],6
1290,23,1202.592,892.8670555555556,23,fatty acid oxidation complex subunit alpha FadJ [Vibrio furnissii],9
1291,23,1512.188,936.9986200000001,24,D-hexose-6-phosphate mutarotase [Vibrio cholerae],5
1292,23,1939.964,1411.7702,20,MULTISPECIES: magnesium/cobalt transporter CorA [Serratia],2
1293,23,37878.25,5720.0957499999995,24,cysteine/glutathione ABC transporter permease/ATP-binding protein CydD [Vibrio cholerae],8
1294,23,908.3955,895.98595,24,sulfate transporter CysZ [Vibrio cholerae],2
1295,23,2761.45,1230.6051599999998,24,cysteine/glutathione ABC transporter ATP-binding protein/permease CydC [Vibrio furnissii],10
1296,23,980.8116,831.6012333333333,24,aspartate kinase [Vibrio cholerae],3
1297,23,,,22,"MULTISPECIES: D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphatase [Kosakonia]",0
1298,23,8782.157,3615.6144666666664,22,MULTISPECIES: thiosulfate sulfurtransferase GlpE [Serratia],6
1299,23,2752.447,1529.0861545454545,24,ACP phosphodiesterase [Vibrio cholerae],11
1300,23,3428.529,2180.754488888889,24,MULTISPECIES: ABC transporter ATP-binding protein [Vibrio],9
1301,23,980.8116,842.8125571428573,24,MULTISPECIES: sigma-E factor regulatory protein RseB [Vibrio],7
1302,23,8156.898,2555.972028571429,23,MULTISPECIES: aspartate/glutamate racemase [Kosakonia],7
1303,23,908.3955,858.7639,24,2-dehydropantoate 2-reductase [Vibrio furnissii],6
1304,23,12723.6,6920.110500000001,24,MULTISPECIES: type 4a pilus biogenesis protein PilO [Vibrio],2
1305,23,2752.447,1072.94537,24,bifunctional nicotinamidase/pyrazinamidase [Vibrio cholerae],10
1306,23,3661.11,1967.1523777777777,24,guanine deaminase [Vibrio furnissii],9
1307,23,4914.146,1895.491911111111,20,MULTISPECIES: YchE family NAAT transporter [Serratia],9
1308,23,302785.5,52989.58596666666,24,helix-turn-helix domain-containing protein [Vibrio furnissii],18
